ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
4012,8 MW NongKhai Waste to Energy Project in Thailand,"Nongkhainayu Co., Ltd",Waste handling and disposal,,AMS-I.D.; AMS-III.E.,Under validation,Thailand,"44,165",Asia,,2023-01-01,2029-12-31
4008,Terraligna Afforestation Over Degraded Grasslands,Fideicomiso Financiero Forestal Terraligna,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Uruguay,"11,130",Latin America,,2019-12-21,2119-12-20
3999,Zambia Agroforestry Grouped Project,ETG Commodities B.V.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Zambia,"216,044",Africa,,2020-01-23,2050-01-22
4001,South Pole Biochar Grouped Project - Europe,South Pole Carbon Asset Management Ltd,Waste handling and disposal,,VM0044,Under validation,Switzerland,"1,938",Europe,,2023-02-01,2030-01-31
3994,Hubei Jinnonggu AWMS GHG Mitigation Project,"Hubei Jinnonggu Agriculture and Animal Husbandry Technology Co., Ltd","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"65,470",Asia,,2021-11-01,2028-10-31
3996,Family Forest Carbon Program - Central Appalachia,Family Forest Impact Foundation,Agriculture Forestry and Other Land Use,IFM,VM0045,Registration and verification approval requested,United States,"231,124",North America,,2021-07-06,2041-07-05
3991,Sichuan Huashun PET Recycling Project,"Sichuan Huashun Haitian Chemical Fiber Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Under validation,China,"59,506",Asia,,2021-01-01,2027-12-31
3992,MEM OSB-1 SOLAR POWER PROJECT,MEM TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Turkey,"5,822",Middle East,,2021-03-17,2028-03-16
3988,MILOPRI PROJECT - PRECISION MANAGEMENT SYSTEMS FOR SUSTAINABLE ORCHARDS,We-Agri,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Israel,"11,020",Middle East,,2020-01-01,2044-12-31
3983,Improved Cookstove Distribution in Ghana by EKI Phase-II,EKI Energy Services Limited,Energy demand,,VMR0006,Under validation,Ghana,"3,978",Africa,,2023-01-15,2030-01-14
3985,Grouped Electric bikes project in Africa,SPIRO HOLDCO,Transport,,AMS-III.C.,Registration requested,Togo,"65,806",Africa,,2022-06-20,2029-06-19
3975,Improved cookstoves for refugees in Uganda,POWA International,Energy demand,,VMR0006,Under validation,Uganda,"833,907",Africa,,2022-10-01,2029-09-30
3976,Rovuma Belt,Fundação para o Desenvolvimento de Palma,Agriculture Forestry and Other Land Use,REDD,ACM0003,Under development,Mozambique,"250,000",Africa,,2022-01-02,2062-01-01
3966,Karaman Landfill Gas to Electricity Project,FMH Enerji Ticaret Limited Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,"80,864",Europe,,2022-01-01,2028-12-31
3967,"VALLE LAGUNARE - VAL DOGA', CAPOSILE - VENICE CARBON CREDIT ASSESSMENT IN CONTROLLED LAGOON ENVIRONMENT",Societa Agricola Blue Valley Srl,Agriculture Forestry and Other Land Use,ARR,VM0033,Under validation,Italy,"150,531",Europe,,2022-01-01,2041-12-31
3955,Grouped Project for Philippines Water Purifier Program,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-III.AV.,Under validation,Philippines,"3,795,168",Asia,,2023-01-01,2032-12-31
3956,Grouped Project for Philippines Cookstove Program,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,VMR0006,Under validation,Philippines,"20,697,232",Asia,,2023-01-01,2032-12-31
3942,Installation of high efficiency cookstoves in Uttar Pradesh and Madhya Pradesh  (India),Climanext Private Limited,Energy demand,,VMR0006,Under validation,India,"380,912",Asia,,2023-02-01,2030-01-31
3938,Carbono Rural AR NEA,Ecosecurities Group Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,Argentina,"27,337",Latin America,,2020-10-01,2040-09-30
3939,Distribution of LED Lamps for replacing ICLs in India,Climanext Private Limited,Energy demand,,AMS-II.C.,Under validation,India,"53,799",Asia,,2023-02-01,2033-01-31
3927,CARBONO VIVO- A REGENERATIVE LIVESTOCK CARBON PROJECT WITH A PARTICIPATORY APPROACH IN COLOMBIA,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration and verification approval requested,Colombia,"841,472",Latin America,,2020-01-20,2060-01-19
3928,QUATÁ LANDFILL GAS PROJECT,Solvi Participações S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,Brazil,"85,252",Latin America,,2023-04-01,2030-03-31
3918,PRODUCTION OF CONCRETE WITH CO2 CAPTURE AND CEMENT REDUCTION,Carbon Limit,Construction; Manufacturing industries,,VM0043,Registration requested,United States,"393,962",North America,,2023-08-03,2033-08-02
3920,TOHMA Biomass Power Plant,TOHMA Biyogaz Enerji Limited Şirketi,Waste handling and disposal,,AM0073,Under validation,Turkey,"105,535",Europe,,2021-06-29,2028-06-28
3923,Grouped Sustainable Agroforestry Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration request denied,India,"325,554",Asia,,2019-11-04,2049-11-03
3925,SeaGraze™ Deployment Project - Early Adopters For Radical Methane Reduction,Symbrosia,"Livestock, enteric fermentation, and manure management",,VM0041,Under validation,United States,"330,026",North America,,2023-02-01,2030-01-31
3913,Creation of Biodiverse Forests for Land Restoration and Community Development,Efficient Ecosystem Protection Association,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,"36,150",Asia,,2021-06-01,2041-05-31
3908,INEGOL INTEGRATED SOLID WASTE STORAGE AND DISPOSAL FACILITY,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registration requested,Turkey,"221,511",Middle East,,2020-12-31,2027-12-30
3909,Armatec Animal Manure Methane Recovery and Utilization Plant,Multiple Proponents,Waste handling and disposal,,AM0073,Registration requested,Turkey,"172,770",Middle East,,2021-06-29,2028-06-28
3899,Barutçuoğlu Landfill Gas to Electricity Power Plant,Barutçuoğlu İnşaat Sanayi ve Ticaret Limited Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registration and verification approval request denied,Turkey,"16,126",Europe,,2021-06-03,2028-06-02
3902,LA GIOIA CARBON FARMING IN NORTHERN ITALY,Rivulis Pte. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Italy,213,Europe,,2022-06-01,2047-05-31
3891,Enteric fermentation emissions' reduction program of Uruguay,Vetos Europe,"Livestock, enteric fermentation, and manure management",,VM0041,Registration requested,Uruguay,"23,653",Latin America,,2024-06-03,2031-06-02
3885,Community-based Mangrove Restoration Initiative – Lep Lep,Vlinder Austria GmbH,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under development,Senegal,"21,739",Africa,,2023-01-01,2042-12-31
3868,Fangchenggang Mangrove afforestation project,"Fangchenggang Xinggang Agricultural Development Co., Ltd",Agriculture Forestry and Other Land Use,ARR,VM0033,Under development,China,"2,790",Asia,,2020-03-18,2060-03-17
3875,FUTURE GREEN CARBON PROJECT,Eldorado Brasil Celulose S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration request denied,Brazil,"1,358,351",Latin America,,2021-01-04,2056-01-03
3877,Reforestation of land for multiple uses,Lacan Investimentos e Participações Ltda,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Brazil,"29,719",Latin America,,2020-01-15,2055-01-14
3843,Sichuan Yuexi Afforestation Project,Lingguan State-Owned Forest Protection Bureau of Yuexi County,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,China,"63,723",Asia,,2019-09-03,2079-09-02
3847,Kuyucak Biogas Animal Manure Methane Recovery and Utilization Plant,Multiple Proponents,Waste handling and disposal,,AM0073,Registration requested,Turkey,"170,553",Middle East,,2021-01-14,2028-01-13
3834,DelAgua Clean Cooking Grouped Project in Burundi,DelAgua Health Rwanda (Voluntary) Limited,Energy demand,,VMR0006,Under validation,Burundi,"7,127,196",Africa,,2022-11-15,2029-11-14
3821,SHINE - Distribution of LED lightbulbs in India-8,Brightspark Energy Pvt. Ltd.,Energy demand,,AMS-II.C.,Registration and verification approval requested,India,"93,755",Asia,,2021-12-14,2031-12-13
3818,Blue Carbon Mitigation through Community Based Mangrove Restoration,Worldview International Foundation,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Myanmar,"259,130",Asia,,2021-05-29,2041-05-28
3815,BOUTILI AFFORESTATION & AGROFORESTRY PROJECT,CENTRAFOREST,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Central African Republic,"5,825",Africa,,2020-06-01,2050-05-31
3800,Grouped Captive Solar Project by EKI Energy Services Limited,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,India,305,Asia,,2020-12-01,2027-11-30
3812,Painted Forest Carbon Project,Perimeter Forest Limited Partnership,Agriculture Forestry and Other Land Use,IFM,VM0012,Registration and verification approval requested,Canada,"94,169",North America,,2021-09-02,2121-09-01
3798,iFood Pedal,Multiple Proponents,Transport,,AMS-III.BM,Under validation,Brazil,"17,408",Latin America,,2021-02-01,2031-01-31
3790,Sichuan Nanjiang Improved Forest Management Project,Sichuan Dingfeng State-owned Assets Investment (Group) Co. LTD,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration request denied,China,"33,217",Asia,,2019-05-28,2039-05-27
3787,SCALA LAOS AGROFORESTRY PROJECT 2,SilviCarbon Lao Sole Company Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Lao,"35,860",Asia,,2023-07-01,2073-06-30
3777,Tibet Nagqu Improved Grassland Management Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,"216,689",Asia,,2020-04-05,2080-04-04
3786,Silvopastoral carbon project of Uruguay,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,Uruguay,405,Latin America,,2019-10-28,2119-10-27
3772,RE.GREEN AMAZON FOREST REFORESTATION/RESTORATION PROJECT,Re.Green Participações S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Brazil,"978,010",Latin America,,2022-10-15,2122-10-14
3773,Mindanao Forests for People and Sustainable Livelihoods (MinFor),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; REDD; WRC,VM0007,Registration request denied,Philippines,"274,914",Asia,,2022-09-08,2072-09-07
3755,Cookstove distribution project in India,Outreach Projects Pvt. Ltd.,Energy demand,,VMR0006,Under validation,India,"3,376,316",Asia,,2022-05-09,2029-05-08
3758,Grouped Cookstove distribution project in India,Outreach Projects Pvt. Ltd.,Energy demand,,VMR0006,Under validation,India,"3,376,316",Asia,,2022-02-28,2029-02-27
3759,Social development by distribution of Cookstoves in India,Outreach Projects Pvt. Ltd.,Energy demand,,VMR0006,Under validation,India,"3,376,316",Asia,,2022-04-22,2029-04-21
3760,Social Empowerment by distribution of Cookstoves,Outreach Projects Pvt. Ltd.,Energy demand,,VMR0006,Under validation,India,"3,376,316",Asia,,2022-04-03,2029-04-02
3746,NaturAll Carbon Program – Conservation Agriculture and Land Management in Brazil,NaturAll Carbon Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration and verification approval requested,Brazil,"1,562,585",Latin America,,2019-11-02,2039-11-01
3745,Enexor Impact USA,Enexor BioEnergy,Energy demand; Energy industries (renewable/non-renewable sources); Waste handling and disposal,,VM0018; ACM0022,Under validation,United States,"1,448,393",North America,,2023-05-01,2030-04-30
3735,Rivian EV Charging Network Project,"Rivian Automotive, LLC.",Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registration requested,United States,"218,200",North America,,2021-11-03,2028-11-02
3736,Denkoh Dairy Cows Manure Composting Project,Dengkou County Yuantai Livestock Industry Co.Ltd.,Waste handling and disposal,,AMS-III.F.,Under validation,China,"59,553",Asia,,2021-08-01,2031-07-31
3737,Improved cropland management project in Noorgandusi,"Harbin Beigen Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"1,326,616",Asia,,2020-11-01,2120-10-31
3738,Triunfo do Xingu Grouped REDD+ Project,Systemica Inteligência em Sustentabilidade S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration requested,Brazil,"110,887",Latin America,,2022-08-31,2052-08-30
3734,BOSQUES CAUTIN S.A. FOREST CARBON PROJECT CONVERSION OF LOGGED TO PROTECTED FOREST PROJECT,Bosques Cautin S.A.,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,Chile,"237,382",Latin America,,2021-03-26,2054-03-25
3730,Climate Action in Myanmar through a community-based Mangrove Restoration,Worldview International Foundation,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Registration requested,Myanmar,"58,886",Asia,,2022-05-10,2047-05-09
3726,Amazon Guardians REDD+ Project,Bosques Amazónicos,Agriculture Forestry and Other Land Use,REDD,VM0006,Under validation,Peru,"504,125",Latin America,,2022-01-01,2031-12-31
3706,DNZ Landfill Gas Power Plant,Bio Kütle Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0001,Under validation,Turkey,"126,116",Europe,,2020-10-10,2027-10-09
3707,TVS Landfill Gas Power Plant,Bio Kütle Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.G.,Under validation,Turkey,"31,385",Europe,,2020-10-26,2027-10-25
3708,Hebei Improved Cropland Management Project Phase I,"Shanghai Agro-Services Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"137,229",Asia,,2022-09-30,2042-09-29
3711,DRC REDD+ Carbon Credit Harvesting Project,R.E.D.D. Carbon Credit Harvesting L.P,Agriculture Forestry and Other Land Use,REDD,VM0009,Under validation,"Congo, The Democratic Republic of The","27,604,998",Africa,,2022-01-01,2031-12-31
3703,UpEnergy-Social and Climate Impact Programme-Burundi 1,UpEnergy Group,Energy demand,,VMR0006,Under validation,Burundi,"803,492",Africa,,2022-07-05,2029-07-04
3698,Strengthening rural livelihood through carbon finance : Agroforestry practices in Meerut Forest circle of Uttar Pradesh,"Department of Environment, Forest and Climate Change, Government of Uttar Pradesh",Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registration requested,India,"151,627",Asia,,2019-11-01,2049-10-31
3692,Xinjiang Burqin Improved Grassland Management Project Phase II,Burqin Jinhua Urban Construction and Investment Co.Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,"262,318",Asia,,2021-10-11,2061-10-10
3681,"Wastes to BioCNG Project by Cities Innovative Biofuels in Patiala, Punjab, India",Cities Innovative Biofuels Private Limited,Transport; Waste handling and disposal,,AMS-III.AO.; AMS-III.AQ,Under validation,India,"26,888",Asia,,2022-12-15,2029-12-14
3676,AVOCADO AGROFORESTRY GROUPED PROJECT IN ISRAEL,Rivulis Pte. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration request denied,Israel,669,Middle East,,2020-04-01,2050-03-31
3671,Chaco Vivo,Atenil S.A.,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Paraguay,"3,463,001",Latin America,,2022-01-01,2051-12-31
3664,Huinan County Afforestation Project,"Jinyongli Carbon Oxygen Technology (Jilin) Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,China,"316,696",Asia,,2020-03-16,2080-03-15
3661,Strengthening Rural Livelihood Through Carbon Finance: Agroforestry Practices In Moradabad Forest Circle Of Uttar Pradesh,"Department of Environment, Forest and Climate Change, Government of Uttar Pradesh",Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registration requested,India,"228,381",Asia,,2019-10-15,2049-10-14
3663,Strengthening rural livelihood through carbon finance to agroforestry practices in Saharanpur Forest Circle of Uttar Pradesh,"Department of Environment, Forest and Climate Change, Government of Uttar Pradesh",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,India,249,Asia,,2019-10-18,2059-10-17
